judgment_id,run,kind,repo,pr_number,pr_url,file,human_line,human_comment,human_url,model_line,model_category,model_severity,model_comment,pipeline_verdict,judge_reason,human_verdict,human_notes,model_verdict,model_confidence,model_reason
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__47,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/test/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/writetag/InputWriteTagTwoClasses.java,,,,21,style,low,"The comment indicates the violation for the second class, but the actual violation is about missing @incomplete tag in the Javadoc comment, not the type Javadoc comment",unmatched,,,,unfounded,low,"The marker on line 21 already reads 'Javadoc comment is missing @incomplete tag.', exactly the phrasing the comment says the violation should have, so the mismatch it describes is not present in the visible code."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__53,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/xdocs-examples/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/writetag/Example4.java,,,,42,style,low,The violation message was updated from 'Type Javadoc tag @since' to 'Javadoc tag @since' - consider if this change in specificity is intentional,unmatched,,,,founded,low,"The diff at line 42 visibly shows the marker changed from 'Type Javadoc tag @since' to 'Javadoc tag @since', so the described specificity change is real, though its intentionality cannot be settled from the chunk despite the rename being applied uniformly."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__55,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/xdocs-examples/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/writetag/Example5.java,,,,24,style,low,The violation message was updated from 'Type Javadoc comment is missing @since tag.' to 'Javadoc comment is missing @since tag.' - consider if this change in specificity is intentional,unmatched,,,,founded,low,"The diff at line 24 visibly shows the marker changed from the type-specific wording to the generic form, so the described change is real, though its intentionality cannot be settled from the chunk despite the rename being applied uniformly."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__7,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/main/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/messages_es.properties,,,,25,style,low,"The message key 'javadoc.tagFormat' uses a different naming convention than other keys (e.g., 'javadoc.asterisk.indentation' instead of 'javadoc.tagFormat'). Consider standardizing the naming.",unmatched,,,,unfounded,low,"Many other visible keys (e.g. javadoc.blockTagLocation, javadoc.classInfo, javadoc.writeTag) use the same camelCase convention, so the chunk contradicts the claim that this key deviates from the file's other keys."
qwen__qwen3-coder-30b-a3b-instruct__checkstyle__checkstyle__21086__unmatched_model__8,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/main/resources/com/puppycrawl/tools/checkstyle/checks/javadoc/messages_fi.properties,,,,15,style,low,The message text for javadoc.missingTag uses 'tagi' (tag) which is inconsistent with other messages that use 'tagi' in plural form. Consider using 'tagit' for consistency.,unmatched,,,,unfounded,high,"Visible sibling messages (lines 8, 9, 28, 29) use singular 'tagi' just as the new message does, so the claimed inconsistency is contradicted by the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__11,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/conditions/IgnoreCondition.java,,,,38,style,low,"The @Deprecated annotation includes 'forRemoval = true', which is good for indicating this class will be removed in a future version.",unmatched,,,,founded,high,"Line 38 visibly contains @Deprecated(since = ""6.0"", forRemoval = true), so the comment's approving claim about what the annotation indicates is accurate."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__12,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/conditions/package-info.java,,,,2,style,low,Consider adding a brief description of what makes these extensions deprecated and whether there are recommended alternatives.,unmatched,,,,founded,high,"The visible javadoc only labels the extensions as deprecated without stating a reason or a recommended alternative, so the suggested addition genuinely applies."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__2,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,documentation/src/docs/asciidoc/user-guide/appendix.adoc,,,,111,style,low,"Consider using a more explicit deprecation notice format, such as a callout or warning box, to better highlight the deprecated status of this artifact.",unmatched,,,,founded,high,"The chunk shows the deprecation conveyed only by an inline italic '_Deprecated_', so the proposal for a more explicit notice format applies to the visible text."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__39,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/adapter/VerifierAdapter.java,,,,24,design,high,Adding @Deprecated annotation with forRemoval=true indicates this class will be removed in a future version. Verify that all usages have been migrated and that this change doesn't break existing functionality.,unmatched,,,,founded,low,"The @Deprecated(forRemoval = true) annotation is visibly added as described, but whether all usages have been migrated depends on code outside the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__40,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/adapter/package-info.java,,,,2,style,low,The deprecation notice in the package description should be consistent with the actual deprecation status of the package or its contents.,unmatched,,,,unverifiable,low,"Whether the package's actual contents are deprecated, and thus whether the notice is consistent with them, cannot be checked from this package-info-only chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__41,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/member/AbstractTestRuleAnnotatedMember.java,,,,20,style,low,"The @SuppressWarnings(""removal"") annotation is used, but it's not clear what specific removal warning it addresses. Consider adding a comment explaining why this suppression is necessary.",unmatched,,,,founded,high,"The @SuppressWarnings(""removal"") on line 20 visibly has no explanatory comment and the chunk does not show what warning it addresses, so the suggested clarification applies."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__42,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/member/TestRuleAnnotatedField.java,,,,25,design,high,Changing API status from INTERNAL to DEPRECATED is a breaking change that should be carefully considered,unmatched,,,,unfounded,low,"The chunk shows only an annotation/status change on an INTERNAL-status API, and marking code deprecated is not itself a breaking change, so the asserted breakage is not exhibited by the visible code."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__45,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-jupiter-migrationsupport/src/main/java/org/junit/jupiter/migrationsupport/rules/member/TestRuleAnnotatedMember.java,,,,22,design,high,Adding @Deprecated annotation without proper migration guidance may cause confusion for users relying on this internal API.,unmatched,,,,founded,low,"The visible javadoc contains no @deprecated tag or migration guidance alongside the added @Deprecated, so the stated lack of guidance is real in the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__52,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-vintage-engine/src/main/java/org/junit/vintage/engine/Constants.java,,,,25,style,medium,The @API annotation should use the same version as @Deprecated for consistency,unmatched,,,,unfounded,high,"Both annotations visibly use since = ""6.0"", so the version inconsistency the comment implies does not exist."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__59,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,junit-vintage-engine/src/test/java/org/junit/vintage/engine/VintageTestEngineDiscoveryTests.java,,,,82,design,high,"Test method lacks proper test description in its name, making it harder to understand the specific behavior being tested.",unmatched,,,,unfounded,high,"The visible test method is named resolvesSimpleJUnit4TestClass, which does describe the behavior under test, contradicting the claim that the name lacks a description."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__62,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,jupiter-tests/src/test/java/org/junit/jupiter/migrationsupport/conditions/IgnoreAnnotationIntegrationTests.java,,,,39,style,low,"The @SuppressWarnings(""removal"") annotation is used to suppress warnings about deprecated APIs. Consider adding a brief comment explaining why this suppression is necessary.",unmatched,,,,founded,high,"The added @SuppressWarnings(""removal"") visibly has no explanatory comment, so the suggested clarification applies."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4609__unmatched_model__71,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4609,https://github.com/junit-team/junit5/pull/4609,jupiter-tests/src/test/java/org/junit/jupiter/migrationsupport/rules/ExternalResourceSupportForTemporaryFolderFieldTests.java,,,,24,style,low,"The @SuppressWarnings(""removal"") annotation is used to suppress warnings about deprecated APIs. Consider adding a comment explaining why this suppression is necessary and whether it's temporary.",unmatched,,,,founded,high,"The added @SuppressWarnings(""removal"") visibly has no explanatory comment, so the suggested clarification applies."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4751__unmatched_model__12,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,jupiter-tests/src/test/java/org/junit/jupiter/params/ParameterizedTestIntegrationTests.java,,,,14,style,low,The import of 'requireNonNull' is added but not used in the visible code. Consider removing if it's not needed.,unmatched,,,,unverifiable,high,"The chunk shows only the import block, so whether requireNonNull is used elsewhere in the file cannot be determined."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4751__unmatched_model__13,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,jupiter-tests/src/test/java/org/junit/jupiter/params/ParameterizedTestIntegrationTests.java,,,,102,style,low,"Added import for TypedArgumentConverter, which appears to be unused in this file. Consider removing if not needed.",unmatched,,,,unverifiable,high,"The chunk shows only the import block, so whether TypedArgumentConverter is used elsewhere in the file cannot be determined."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4751__unmatched_model__19,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,jupiter-tests/src/test/java/org/junit/jupiter/params/aggregator/DefaultArgumentsAccessorTests.java,,,,174,bug,high,"Removed required ExtensionContext parameter from DefaultArgumentsAccessor.create() call, which will likely cause runtime errors or incorrect behavior since the method signature has changed.",unmatched,,,,unverifiable,low,"Whether the updated call matches DefaultArgumentsAccessor's new signature cannot be checked from this chunk, and the coordinated diff suggests a signature change rather than a defect, so the claimed breakage is not decidable here."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4751__unmatched_model__21,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,jupiter-tests/src/test/java/org/junit/jupiter/params/converter/DefaultArgumentConverterTests.java,,,,107,design,medium,"Test name 'convertsLocaleWithBcp47Format' doesn't clearly indicate that it's testing BCP_47 format specifically, unlike the previous test names that explicitly mentioned the format. Consider renaming to better reflect the format being tested.",unmatched,,,,unfounded,high,"The new test name literally contains 'Bcp47Format', contradicting the claim that it fails to indicate the format being tested."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4751__unmatched_model__22,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,jupiter-tests/src/test/kotlin/org/junit/jupiter/params/aggregator/ArgumentsAccessorKotlinTests.kt,,,,59,bug,high,"Removed the context parameter from DefaultArgumentsAccessor.create() call, which is likely a breaking change that could cause runtime errors if the method signature requires it.",unmatched,,,,unverifiable,low,"The claim hinges on DefaultArgumentsAccessor.create's new signature, which is not visible in this chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4751__unmatched_model__5,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,junit-jupiter-params/src/main/java/org/junit/jupiter/params/ResolverFacade.java,,,,482,bug,high,"The DEFAULT converter now uses DefaultArgumentConverter without passing the ExtensionContext, which may break functionality that relied on the context being available during conversion.",unmatched,,,,unverifiable,low,"The context is visibly no longer passed, but whether any conversion functionality relied on it depends on DefaultArgumentConverter internals not shown in the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4751__unmatched_model__6,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4751,https://github.com/junit-team/junit5/pull/4751,junit-jupiter-params/src/main/java/org/junit/jupiter/params/aggregator/DefaultArgumentsAccessor.java,,,,43,design,high,"Removed ExtensionContext parameter from create method signature, which may break existing usages that depend on accessing extension context within the converter",unmatched,,,,founded,low,"The chunk shows the ExtensionContext parameter really was removed from the public create signature, so existing call sites using the old form would indeed break."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4913__unmatched_model__3,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4913,https://github.com/junit-team/junit5/pull/4913,platform-tests/src/test/java/org/junit/platform/launcher/TestIdentifierTests.java,,,,18,style,low,Added ByteArrayOutputStream import but not used in the visible code changes,unmatched,,,,unverifiable,high,"Only the import section is visible, so whether ByteArrayOutputStream is used later in the file cannot be determined."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4913__unmatched_model__4,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4913,https://github.com/junit-team/junit5/pull/4913,platform-tests/src/test/java/org/junit/platform/launcher/TestIdentifierTests.java,,,,19,style,low,Added NotSerializableException import but not used in the visible code changes,unmatched,,,,unverifiable,high,"Only the import section is visible, so whether NotSerializableException is used later in the file cannot be determined."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__4913__unmatched_model__6,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,4913,https://github.com/junit-team/junit5/pull/4913,platform-tests/src/test/java/org/junit/platform/launcher/TestIdentifierTests.java,,,,21,style,low,Added Serializable import but not used in the visible code changes,unmatched,,,,unverifiable,high,"Only the import section is visible, so whether Serializable is used later in the file cannot be determined."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__17,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,junit-platform-commons/src/main/java/org/junit/platform/commons/util/ModuleUtils.java,,,,261,design,medium,The classFilter::match is now applied twice - once before and once after loading the class. This could impact performance and may be redundant. Verify if both filters are necessary.,unmatched,,,,founded,low,"classFilter::match is visibly applied both to the name stream and to the loaded classes, so the double application the comment questions is really present, even if its redundancy depends on unseen ClassFilter semantics."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__18,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,junit-platform-console/junit-platform-console.gradle.kts,,,,30,style,low,The '-Xlint:-module' flag suppresses module-related warnings. Consider adding a comment explaining why this suppression is necessary due to qualified exports.,unmatched,,,,unfounded,high,"Line 30 already carries the comment '// due to qualified exports', so the explanation the reviewer asks to add is visibly present."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__25,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,junit-start/src/main/java/module-info.java,,,,16,style,medium,The usage example in the module-info.java javadoc uses 'import module org.junit.start;' which is not standard Java syntax. It should be 'import org.junit.start;' or simply omit the import statement since it's a module declaration.,unmatched,,,,unfounded,high,"'import module org.junit.start;' is valid Java module-import syntax (standard since Java 25), consistent with the modern-Java example shown, so the claim that it is not standard syntax is false and the proposed 'import org.junit.start;' would itself be invalid."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__27,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,junit-start/src/main/java/org/junit/start/JUnit.java,,,,73,bug,high,The formatted string uses 's' for pluralization but the actual plural form should be 'failure' or 'failures' depending on count. Currently it's hardcoded to 'failure%s' which will produce 'failure' or 'failures' incorrectly.,unmatched,,,,unfounded,high,"The visible expression ""failure%s"" with (count == 1 ? """" : ""s"") correctly yields 'failure' for one and 'failures' otherwise, so the claimed pluralization defect does not exist."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__3,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,junit-platform-commons/src/main/java/org/junit/platform/commons/util/ClasspathFilters.java,,,,35,bug,high,"The classFiles() method now includes source files in its filtering logic, which could lead to unexpected behavior if the intended behavior was to only include class files.",unmatched,,,,founded,low,"The visible change really does make classFiles() accept .java files when SOURCE_MODE is set, which is exactly the behavior change the comment describes."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__31,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,platform-tooling-support-tests/projects/jar-describe-module/junit-platform-console.expected.txt,,,,13,bug,high,"Duplicate 'contains org.junit.platform.console.output' line. The previous occurrence was removed but this line was added, creating a duplicate entry.",unmatched,,,,unfounded,high,"The chunk shows the 'contains org.junit.platform.console.output' line being removed and only a 'qualified exports' line added, so no duplicate entry exists."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__32,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,platform-tooling-support-tests/projects/jar-describe-module/junit-start.expected.txt,,,,1,style,low,The version placeholder `${version}` should ideally be consistent with the project's versioning scheme or replaced with a concrete version for better test stability.,unmatched,,,,unfounded,low,"The file is visibly a pattern-based expected-output template (regexes plus the ${version} placeholder), so the flagged instability is not exhibited and a concrete version would defeat the visible design."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__40,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,platform-tooling-support-tests/projects/junit-start/modular/module-info.java,,,,11,design,high,The module is declared as 'open' but doesn't contain any classes that need to be reflective. This may be unnecessary and could be simplified to a regular 'module'.,unmatched,,,,unverifiable,low,Whether module m contains classes needing reflective access cannot be determined from this module-info-only chunk.
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5042__unmatched_model__45,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5042,https://github.com/junit-team/junit5/pull/5042,platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/JUnitStartTests.java,,,,77,bug,high,The test uses '--add-modules' but doesn't specify the module name correctly. It should be 'org.junit.start' instead of just 'org.junit.start' since it's a module name.,unmatched,,,,unfounded,high,"The visible code already passes 'org.junit.start' to --add-modules, which is exactly what the comment says it should be, so no defect exists."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5060__unmatched_model__11,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/DefaultJupiterConfiguration.java,,,,46,design,medium,Added import for ForkJoinPoolHierarchicalTestExecutorService. This indicates a change in the default test execution service implementation. Verify that this change doesn't introduce unexpected behavior or performance implications.,unmatched,,,,unverifiable,low,An added import alone does not show a change to the default execution service; what the class does with it lies outside the chunk.
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5060__unmatched_model__16,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/InstantiatingConfigurationParameterConverter.java,,,,89,bug,high,"Potential ClassCastException when checking parameter type compatibility. The check uses arguments[i].getClass() which may not be the same as the parameter type, especially with generics or primitive wrappers.",unmatched,,,,unfounded,low,"The flagged check uses isAssignableFrom, which performs no cast and cannot throw ClassCastException, so the named defect is not exhibited (primitive constructor parameters would merely fail to match, a different problem)."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5060__unmatched_model__23,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/CompositeLock.java,,,,51,bug,high,"Potential deadlock risk in tryAcquire() method. If a lock acquisition fails partway through the loop, the previously acquired locks are released, but there's no mechanism to prevent other threads from acquiring the same locks between the failure and release, potentially leading to inconsistent state.",unmatched,,,,unfounded,high,"The visible tryAcquire uses non-blocking tryLock with release-on-failure, the standard deadlock-avoidance pattern, and other threads acquiring the locks after release causes no inconsistent state."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5060__unmatched_model__27,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/ConcurrentHierarchicalTestExecutorService.java,,,,372,bug,high,"The runBlocking method releases the worker lease and then reacquires it. If reacquire throws InterruptedException, the thread is interrupted but the method doesn't handle this properly, potentially leading to inconsistent state.",unmatched,,,,founded,low,"If reacquire() throws InterruptedException in the finally block, the thread continues without holding a worker lease and with a spent ReacquisitionToken, a recovery gap the visible code does not address, though it does deliberately re-interrupt."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5060__unmatched_model__35,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,junit-vintage-engine/src/test/resources/log4j2-test.xml,,,,8,style,low,The log pattern has been changed to include more precision in timestamps and adjust thread name formatting. This is a style change that may affect log readability but doesn't introduce functional issues.,unmatched,,,,founded,high,"The diff visibly changes the pattern's timestamp precision (SSS to SSSSSS), thread-name padding (%t to %-18t), and logger formatting, exactly as the comment describes."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5060__unmatched_model__5,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/JupiterTestEngine.java,,,,30,design,medium,Removed import for ForkJoinPoolHierarchicalTestExecutorService. Verify that this removal doesn't break functionality that was previously relying on this import.,unmatched,,,,unverifiable,low,"The import removal is visible, but whether any remaining code relied on ForkJoinPoolHierarchicalTestExecutorService depends on the rest of the file, which the chunk does not show."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5060__unmatched_model__50,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ParallelExecutionIntegrationTests.java,,,,592,design,medium,The implementation.getName() call might throw NullPointerException if 'implementation' is null. Consider adding a null check or ensuring 'implementation' is properly initialized.,unmatched,,,,unverifiable,high,"The declaration and initialization of the 'implementation' field are not in the chunk, so whether it can be null cannot be checked here."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5060__unmatched_model__51,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5060,https://github.com/junit-team/junit5/pull/5060,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/SingleLockTests.java,,,,53,design,medium,"The tryAcquire() method is called but its return value is ignored. If tryAcquire() fails, the test may pass incorrectly.",unmatched,,,,unfounded,low,"The return value is indeed ignored, but the immediately following assertTrue(lock.isLocked()) would fail if tryAcquire had not acquired the lock, contradicting the claim that the test could pass incorrectly."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5135__unmatched_model__14,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5135,https://github.com/junit-team/junit5/pull/5135,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/WorkerThreadPoolHierarchicalTestExecutorServiceTests.java,,,,275,design,medium,"The test logic has been significantly altered by swapping child2 and child4, which may affect the intended test scenario. The original test behavior and assertions should be carefully reviewed to ensure the new test still validates the correct behavior.",unmatched,,,,founded,low,"The diff visibly reassigns behaviors, resource locks, and latch roles among child2, child3, and child4 and rewrites the corresponding assertions, so the description of a substantive test-logic rearrangement is accurate."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5135__unmatched_model__21,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5135,https://github.com/junit-team/junit5/pull/5135,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/WorkerThreadPoolHierarchicalTestExecutorServiceTests.java,,,,524,bug,high,"The assertion 'Stream.of(test1, test2, test3).extracting(TestTaskStub::executionThread).containsOnly(test3.executionThread)' only checks that all tests ran on the same thread as test3, but doesn't verify that tests were stolen from other threads.",unmatched,,,,unfounded,low,"The preceding assertion at line 519 that container1.executionThread is not equal to test3.executionThread, combined with the containsOnly checks, does verify the tests ran on a different thread, contradicting the claim that stealing is not verified."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5135__unmatched_model__24,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5135,https://github.com/junit-team/junit5/pull/5135,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/WorkerThreadPoolHierarchicalTestExecutorServiceTests.java,,,,743,bug,high,"The assertion for thread equality between child2 and child1 has been changed to check that they are NOT equal, but the original test expected them to be equal. This change breaks the intended test behavior and could indicate a logical error in the test.",unmatched,,,,unfounded,high,"The removed code also asserted child1.executionThread isNotEqualTo child2.executionThread, so the original test did not expect them to be equal as the comment claims."
