comment_id,repo,pr_number,pr_url,file,line,comment,comment_url,assigned_category,confidence,rubric_reason,human_category,human_agrees,notes
3677731064,checkstyle/checkstyle,21008,https://github.com/checkstyle/checkstyle/pull/21008,src/main/java/com/puppycrawl/tools/checkstyle/site/ExampleMacro.java,161,"you use path to print good exception, but we just need to throw IllegalArgumentExeption 
and let code that calls getConfigSnippet catch all exceptions  and wrap it to MacroExecutionException and put path there.",https://github.com/checkstyle/checkstyle/pull/21008#discussion_r3677731064,design,high,"The comment suggests changing the exception handling strategy, which involves altering the method's behavior and how exceptions are propagated and caught, thus changing the code's structure and responsibilities.",,,
3678124720,checkstyle/checkstyle,20990,https://github.com/checkstyle/checkstyle/pull/20990,src/test/java/com/puppycrawl/tools/checkstyle/checks/imports/CustomImportOrderCheckTest.java,789,"I am sorry, no pure unit test at all. 
We are very strong on this.
All should be by Input file. if there is very very very good reasons that make it impossible to make testing by Inputs, .... I do no think we need this modernization.",https://github.com/checkstyle/checkstyle/pull/20990#discussion_r3678124720,design,high,"The comment suggests a fundamental change in how tests are structured, advocating for input file-based testing over unit tests, which impacts the overall design of the test suite.",,,
3682273475,junit-team/junit5,5930,https://github.com/junit-team/junit5/pull/5930,junit-platform-console/src/main/java/org/junit/platform/console/output/VerboseTreePrintingListener.java,177,"While it is likely that the root of a test plan is also a test identifier without a parent, it would be more accurate for the loop condition to halt when current node has no parent.

Typically this would be written like this:

```
while ((parent = testPlan.getParent().orElse(null)) != null) {
```
",https://github.com/junit-team/junit-framework/pull/5930#discussion_r3682273475,bug,high,"The reviewer points out a potential correctness issue where the loop condition might not accurately handle all cases, suggesting a more robust condition to prevent potential errors.",,,
3683218554,junit-team/junit5,5930,https://github.com/junit-team/junit5/pull/5930,platform-tests/src/test/java/org/junit/platform/console/output/VerboseTreePrintingListenerTests.java,253,This doesn't look right. There should be no reason to discard output from the tests. Rather you can update the existing tests to include the new output.,https://github.com/junit-team/junit-framework/pull/5930#discussion_r3683218554,bug,high,"The comment suggests that discarding test output is incorrect behavior and that tests should be updated to include it, indicating a potential defect in how test results are handled.",,,
3714331739,checkstyle/checkstyle,21086,https://github.com/checkstyle/checkstyle/pull/21086,src/main/java/com/puppycrawl/tools/checkstyle/checks/javadoc/WriteTagCheck.java,70,"Please use prefix `writetag.`
To make it clear that it is message of specific Check.",https://github.com/checkstyle/checkstyle/pull/21086#discussion_r3714331739,style,high,"The comment suggests changing the prefix of a message key, which is a wording change that does not alter the code's structure or behavior.",,,
694931396,mockito/mockito,2402,https://github.com/mockito/mockito/pull/2402,src/test/java/org/mockitousage/spies/MockCreationShouldNotAffectSpyTest.java,25,"I guess we can't reinstate the test as-is, but I think we can if we remove this particular line?",https://github.com/mockito/mockito/pull/2402#discussion_r694931396,design,low,"The comment suggests removing a specific line of code to reinstate a test, which implies a change in the test's structure or logic, fitting the 'design' category.",,,
807045878,mockito/mockito,2549,https://github.com/mockito/mockito/pull/2549,subprojects/inline/src/test/java/org/mockitoinline/InOrderVerificationTest.java,24,"Nice tests! Can we also have a test where we invoke `inOrder` with a different class? E.g. I would expect the following use case to be illegal:

```java
// Declaring `Bar` here rather than `Foo`
InOrder inOrder = inOrder(Bar.class);

mocked.when(Foo::firstMethod).thenReturn(""first"");
mocked.when(Foo::secondMethod).thenReturn(""second"");

assertEquals(""first"", Foo.firstMethod());
assertEquals(""second"", Foo.secondMethod());

// Execution verification on `Foo`, while `inOrder` was created with `Bar`
inOrder.verify(mocked, Foo::firstMethod, times(1));
inOrder.verify(mocked, Foo::secondMethod, atLeastOnce());
```",https://github.com/mockito/mockito/pull/2549#discussion_r807045878,bug,high,"The reviewer is suggesting a test case to verify that using `inOrder` with a different class than the mocked object leads to an illegal state, implying a potential correctness issue if this scenario is not handled properly.",,,
827454303,mockito/mockito,2593,https://github.com/mockito/mockito/pull/2593,src/main/java/org/mockito/internal/invocation/InvocationsFinder.java,129,Let's refactor this to an `List<Invocation>` so that we can use `Collectors.toList()` like the rest of the usages.,https://github.com/mockito/mockito/pull/2593#discussion_r827454303,design,high,"The comment suggests refactoring the return type of a method to use a different collection type, which changes the structure and API of the code.",,,
882659012,mockito/mockito,2650,https://github.com/mockito/mockito/pull/2650,src/test/java/org/mockitousage/strictness/StrictnessWithSettingsTest.java,41,"Same here, let's have 3 separate 3 test cases here.",https://github.com/mockito/mockito/pull/2650#discussion_r882659012,design,high,"The comment suggests splitting a single test method into three separate test methods, which changes the structure of the test code.",,,
884447378,mockito/mockito,2650,https://github.com/mockito/mockito/pull/2650,src/test/java/org/mockitousage/strictness/StrictnessWithSettingsTest.java,43,"Quick Q - was it intentional for this to change mocks defined by `mock(Blah.class)`  i.e with no rule/Junit `MockitoSettings` to strict by default?

I believe the previous behaviour was lenient by default?",https://github.com/mockito/mockito/pull/2650#discussion_r884447378,question,high,"The reviewer is asking for clarification about the intended behavior change regarding mock strictness, not asserting a bug or proposing a design/style change.",,,
915145345,mockito/mockito,2701,https://github.com/mockito/mockito/pull/2701,src/main/java/org/mockito/internal/util/MockUtil.java,47,Nit: remove the else so that the return is on the same level as the if,https://github.com/mockito/mockito/pull/2701#discussion_r915145345,style,high,"The comment suggests removing an 'else' block to simplify the control flow, which is a purely stylistic change that does not alter the code's structure or behavior.",,,
944847830,mockito/mockito,2723,https://github.com/mockito/mockito/pull/2723,src/main/java/org/mockito/internal/debugging/LocationFactory.java,16,Nit: remove `lFactory` and directly assign to `factory`,https://github.com/mockito/mockito/pull/2723#discussion_r944847830,style,high,"The comment suggests removing an intermediate variable and directly assigning to an existing variable, which is a change in wording and appearance without altering the code's structure or location.",,,
944849660,mockito/mockito,2723,https://github.com/mockito/mockito/pull/2723,src/test/java/org/mockitousage/internal/debugging/LocationFactoryTest.java,20,"Nit: can we put this as a test in https://github.com/mockito/mockito/tree/main/subprojects/memory-test/src/test/java/org/mockito/memorytest instead (and can you also re-enable `ShouldNotStarveMemoryOnLargeStackTraceInvocationsTest.java`, since that is assumed to be passing once again now?)",https://github.com/mockito/mockito/pull/2723#discussion_r944849660,design,high,"The comment suggests moving the test to a different location, which changes the structure and organization of the codebase.",,,
944852973,mockito/mockito,2723,https://github.com/mockito/mockito/pull/2723,src/main/java/org/mockito/internal/debugging/Java9PlusLocationImpl.java,101,Same here. Let's make this a `MockitoException`,https://github.com/mockito/mockito/pull/2723#discussion_r944852973,design,high,"The comment suggests changing the type of exception thrown, which alters the API and error handling strategy of the code.",,,
956772061,mockito/mockito,2701,https://github.com/mockito/mockito/pull/2701,src/main/java/org/mockito/internal/configuration/SpyAnnotationEngine.java,86,"Yes, but let's file a separate GitHub issue for that and link it here: https://github.com/mockito/mockito/issues/2740",https://github.com/mockito/mockito/pull/2701#discussion_r956772061,question,low,"The comment is not about the code itself but about process and coordination, suggesting a separate issue be filed. It's closest to a question as it implies a need for further action outside the current PR.",,YES,
